query,plan
Plan a 4-day trip from Ahmedabad to Delhi for 3 person(s) with a budget of ₹34214 starting 2025-08-07.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 5-day trip from Lucknow to Mumbai for 3 person(s) with a budget of ₹38113 starting 2025-08-05.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 2-day trip from Lucknow to Kolkata for 3 person(s) with a budget of ₹21687 starting 2025-08-03.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 2-day trip from Chennai to Mumbai for 2 person(s) with a budget of ₹25846 starting 2025-08-24.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 2-day trip from Delhi to Chennai for 1 person(s) with a budget of ₹39758 starting 2025-08-21.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2:
Plan a 3-day trip from Pune to Ahmedabad for 3 person(s) with a budget of ₹35030 starting 2025-08-26.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City."
Plan a 4-day trip from Hyderabad to Mumbai for 3 person(s) with a budget of ₹10175 starting 2025-08-11.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 4-day trip from Pune to Jaipur for 1 person(s) with a budget of ₹21865 starting 2025-08-11.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 4-day trip from Hyderabad to Ahmedabad for 2 person(s) with a budget of ₹26543 starting 2025-08-05.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4:"
Plan a 3-day trip from Chennai to Lucknow for 1 person(s) with a budget of ₹33892 starting 2025-08-05.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3:"
Plan a 3-day trip from Kolkata to Delhi for 3 person(s) with a budget of ₹28747 starting 2025-08-06.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 3-day trip from Pune to Hyderabad for 2 person(s) with a budget of ₹20177 starting 2025-08-22.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum."
Plan a 5-day trip from Lucknow to Ahmedabad for 2 person(s) with a budget of ₹19753 starting 2025-08-12.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 4-day trip from Bengaluru to Mumbai for 2 person(s) with a budget of ₹14032 starting 2025-08-12.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 3-day trip from Delhi to Lucknow for 4 person(s) with a budget of ₹47494 starting 2025-08-19.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3:"
Plan a 4-day trip from Kolkata to Jaipur for 4 person(s) with a budget of ₹19373 starting 2025-08-26.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 5-day trip from Chennai to Hyderabad for 3 person(s) with a budget of ₹35219 starting 2025-08-29.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 4-day trip from Ahmedabad to Delhi for 1 person(s) with a budget of ₹23889 starting 2025-08-12.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 4-day trip from Kolkata to Lucknow for 1 person(s) with a budget of ₹40121 starting 2025-08-16.,"Stay at EXCEL PARADISE INN. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2: Day 3: Day 4:"
Plan a 4-day trip from Bengaluru to Mumbai for 2 person(s) with a budget of ₹44126 starting 2025-08-03.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 2-day trip from Lucknow to Delhi for 4 person(s) with a budget of ₹26763 starting 2025-08-04.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 5-day trip from Hyderabad to Pune for 4 person(s) with a budget of ₹26952 starting 2025-08-20.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Ahmedabad to Delhi for 4 person(s) with a budget of ₹41360 starting 2025-08-24.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 4-day trip from Lucknow to Jaipur for 2 person(s) with a budget of ₹15307 starting 2025-08-16.,"Stay at Tulsian Guest House and Serviced Appartment. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 2-day trip from Mumbai to Ahmedabad for 2 person(s) with a budget of ₹14748 starting 2025-08-17.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk."
Plan a 5-day trip from Lucknow to Ahmedabad for 4 person(s) with a budget of ₹17153 starting 2025-08-02.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 4-day trip from Delhi to Chennai for 4 person(s) with a budget of ₹29173 starting 2025-08-22.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 5-day trip from Kolkata to Mumbai for 1 person(s) with a budget of ₹44379 starting 2025-08-02.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 2-day trip from Delhi to Mumbai for 1 person(s) with a budget of ₹12285 starting 2025-08-31.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 5-day trip from Lucknow to Pune for 4 person(s) with a budget of ₹43997 starting 2025-08-19.,Stay at EMA HOSPITALITY. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 4-day trip from Bengaluru to Jaipur for 2 person(s) with a budget of ₹40237 starting 2025-08-30.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 5-day trip from Ahmedabad to Delhi for 2 person(s) with a budget of ₹26896 starting 2025-08-26.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 3-day trip from Bengaluru to Delhi for 2 person(s) with a budget of ₹20797 starting 2025-08-02.,"Stay at Vivanta by Taj - Ambassador (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 3-day trip from Mumbai to Chennai for 4 person(s) with a budget of ₹34921 starting 2025-08-12.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 2-day trip from Jaipur to Mumbai for 2 person(s) with a budget of ₹25699 starting 2025-08-02.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 4-day trip from Mumbai to Pune for 3 person(s) with a budget of ₹11736 starting 2025-08-22.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4:
Plan a 4-day trip from Lucknow to Hyderabad for 2 person(s) with a budget of ₹19392 starting 2025-08-23.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 3-day trip from Jaipur to Chennai for 1 person(s) with a budget of ₹31886 starting 2025-08-08.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 5-day trip from Bengaluru to Pune for 3 person(s) with a budget of ₹40352 starting 2025-08-15.,Stay at EMA HOSPITALITY. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 5-day trip from Bengaluru to Ahmedabad for 4 person(s) with a budget of ₹43671 starting 2025-08-12.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4: Day 5:"
Plan a 5-day trip from Bengaluru to Hyderabad for 2 person(s) with a budget of ₹27339 starting 2025-08-16.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 5-day trip from Bengaluru to Kolkata for 1 person(s) with a budget of ₹31187 starting 2025-08-21.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple. Day 4: Visit Science City Kolkata, Marble Palace. Day 5: Visit Alipore Zoological Gardens."
Plan a 3-day trip from Delhi to Mumbai for 4 person(s) with a budget of ₹33516 starting 2025-08-02.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 3-day trip from Jaipur to Pune for 1 person(s) with a budget of ₹48422 starting 2025-08-31.,Stay at FabHotel Sumati Baner. Day 1: Visit Shaniwar Wada. Day 2: Day 3:
Plan a 3-day trip from Lucknow to Kolkata for 4 person(s) with a budget of ₹15451 starting 2025-08-05.,"Stay at Stay Cool. Day 1: Visit Dakshineswar Kali Temple, Belur Math. Day 2: Visit Victoria Memorial, Indian Museum. Day 3: Visit Howrah Bridge, Kalighat Kali Temple."
Plan a 2-day trip from Lucknow to Pune for 2 person(s) with a budget of ₹30242 starting 2025-08-16.,Stay at Hotel Pavitra. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 5-day trip from Delhi to Chennai for 1 person(s) with a budget of ₹14448 starting 2025-08-06.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Lucknow to Delhi for 3 person(s) with a budget of ₹37373 starting 2025-08-11.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 4-day trip from Pune to Chennai for 2 person(s) with a budget of ₹49710 starting 2025-08-28.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 2-day trip from Hyderabad to Pune for 4 person(s) with a budget of ₹42608 starting 2025-08-24.,Stay at FabHotel Sumati Baner. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 2-day trip from Kolkata to Jaipur for 3 person(s) with a budget of ₹48469 starting 2025-08-21.,"Stay at TALAI BAGH PALACE. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 5-day trip from Jaipur to Delhi for 4 person(s) with a budget of ₹10220 starting 2025-08-26.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 3-day trip from Kolkata to Jaipur for 4 person(s) with a budget of ₹43227 starting 2025-08-15.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 2-day trip from Chennai to Hyderabad for 2 person(s) with a budget of ₹36474 starting 2025-08-30.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs."
Plan a 2-day trip from Chennai to Mumbai for 3 person(s) with a budget of ₹25396 starting 2025-08-03.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 4-day trip from Mumbai to Chennai for 2 person(s) with a budget of ₹18139 starting 2025-08-31.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4:
Plan a 2-day trip from Lucknow to Jaipur for 4 person(s) with a budget of ₹41007 starting 2025-08-12.,"Stay at Tree of Life Resort &amp; Spa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 4-day trip from Kolkata to Ahmedabad for 1 person(s) with a budget of ₹23138 starting 2025-08-18.,"Stay at Tulsi Residency. Day 1: Visit Sabarmati Ashram, Sabarmati Riverfront. Day 2: Visit Kankaria Lake, Manek Chowk. Day 3: Visit Science City. Day 4:"
Plan a 3-day trip from Jaipur to Delhi for 2 person(s) with a budget of ₹17969 starting 2025-08-04.,"Stay at HOTEL SIAM INTERNATIONAL. Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 3-day trip from Pune to Jaipur for 1 person(s) with a budget of ₹10341 starting 2025-08-06.,"Stay at Tulsian Guest House and Serviced Appartment. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 3-day trip from Delhi to Chennai for 4 person(s) with a budget of ₹29494 starting 2025-08-25.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 2-day trip from Lucknow to Pune for 4 person(s) with a budget of ₹44478 starting 2025-08-28.,Stay at FabHotel Bhagyashree Magarpatta. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 3-day trip from Pune to Jaipur for 1 person(s) with a budget of ₹23263 starting 2025-08-24.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
Plan a 5-day trip from Kolkata to Pune for 3 person(s) with a budget of ₹28369 starting 2025-08-20.,Stay at Camp Chrysalid Kambre. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 2-day trip from Ahmedabad to Pune for 4 person(s) with a budget of ₹28536 starting 2025-08-15.,Stay at Hotel Pavitra. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 5-day trip from Ahmedabad to Chennai for 4 person(s) with a budget of ₹31773 starting 2025-08-12.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3: Day 4: Day 5:
Plan a 5-day trip from Delhi to Kolkata for 1 person(s) with a budget of ₹45995 starting 2025-08-13.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple. Day 4: Visit Marble Palace, Science City Kolkata. Day 5: Visit Alipore Zoological Gardens, Eden Gardens."
Plan a 4-day trip from Delhi to Jaipur for 1 person(s) with a budget of ₹26222 starting 2025-08-30.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 5-day trip from Kolkata to Pune for 3 person(s) with a budget of ₹39706 starting 2025-08-22.,Stay at Valencia Hospitality Service Apartment Magarpatta. Day 1: Visit Shaniwar Wada. Day 2: Day 3: Day 4: Day 5:
Plan a 3-day trip from Bengaluru to Delhi for 3 person(s) with a budget of ₹31012 starting 2025-08-17.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar."
Plan a 3-day trip from Lucknow to Chennai for 3 person(s) with a budget of ₹25668 starting 2025-08-13.,Stay at Vivanta by Taj - Connemara (A Taj Hotel). Day 1: Visit Marina Beach. Day 2: Day 3:
Plan a 5-day trip from Pune to Kolkata for 4 person(s) with a budget of ₹43796 starting 2025-08-18.,"Stay at Banayan Appartment ,Russell Street. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple. Day 4: Visit Marble Palace, Science City Kolkata. Day 5: Visit Alipore Zoological Gardens, Eden Gardens."
Plan a 2-day trip from Kolkata to Mumbai for 3 person(s) with a budget of ₹20037 starting 2025-08-18.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 3-day trip from Kolkata to Mumbai for 2 person(s) with a budget of ₹30973 starting 2025-08-08.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 2-day trip from Jaipur to Delhi for 2 person(s) with a budget of ₹23257 starting 2025-08-09.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb."
Plan a 2-day trip from Pune to Jaipur for 2 person(s) with a budget of ₹26044 starting 2025-08-25.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal."
Plan a 5-day trip from Ahmedabad to Hyderabad for 1 person(s) with a budget of ₹37149 starting 2025-08-04.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace. Day 5: Visit Hussain Sagar Lake, Nehru Zoological Park."
Plan a 2-day trip from Kolkata to Mumbai for 4 person(s) with a budget of ₹18536 starting 2025-08-07.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 4-day trip from Mumbai to Delhi for 3 person(s) with a budget of ₹14208 starting 2025-08-17.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort."
Plan a 3-day trip from Bengaluru to Kolkata for 4 person(s) with a budget of ₹43474 starting 2025-08-29.,"Stay at Travel Inn. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial. Day 3: Visit Indian Museum, Kalighat Kali Temple."
Plan a 2-day trip from Kolkata to Pune for 2 person(s) with a budget of ₹21141 starting 2025-08-11.,Stay at Sparrow  House Gandhrav Nagari. Day 1: Visit Shaniwar Wada. Day 2:
Plan a 5-day trip from Kolkata to Delhi for 1 person(s) with a budget of ₹14473 starting 2025-08-26.,"Stay at The Taj Mahal Hotel (A Taj Hotel). Day 1: Visit India Gate, Akshardham Temple. Day 2: Visit Sunder Nursery, Humayun's Tomb. Day 3: Visit Lotus Temple, Qutub Minar. Day 4: Visit Lodhi Garden, Red Fort. Day 5: Visit National Gallery of Modern Art, National Science Centre."
Plan a 5-day trip from Pune to Mumbai for 4 person(s) with a budget of ₹25584 starting 2025-08-05.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach. Day 5: Visit Essel World, Elephanta Caves."
Plan a 2-day trip from Hyderabad to Mumbai for 4 person(s) with a budget of ₹13171 starting 2025-08-02.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 2-day trip from Lucknow to Mumbai for 3 person(s) with a budget of ₹38334 starting 2025-08-25.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 4-day trip from Mumbai to Hyderabad for 4 person(s) with a budget of ₹26466 starting 2025-08-17.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 2-day trip from Delhi to Kolkata for 3 person(s) with a budget of ₹40059 starting 2025-08-26.,"Stay at Southern Plaza. Day 1: Visit Belur Math, Dakshineswar Kali Temple. Day 2: Visit Howrah Bridge, Victoria Memorial."
Plan a 4-day trip from Hyderabad to Mumbai for 3 person(s) with a budget of ₹36113 starting 2025-08-14.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah. Day 4: Visit Sanjay Gandhi National Park, Chowpatty Beach."
Plan a 4-day trip from Delhi to Jaipur for 3 person(s) with a budget of ₹16029 starting 2025-08-03.,"Stay at Art Inn Homestay. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace. Day 4:"
Plan a 3-day trip from Jaipur to Mumbai for 2 person(s) with a budget of ₹26690 starting 2025-08-29.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India. Day 3: Visit Marine Drive, Haji Ali Dargah."
Plan a 2-day trip from Kolkata to Mumbai for 1 person(s) with a budget of ₹16461 starting 2025-08-03.,"Stay at Vivanta by Taj - President (A Taj Hotel). Day 1: Visit Siddhivinayak Temple, Mahalaxmi Temple. Day 2: Visit Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Gateway of India."
Plan a 2-day trip from Delhi to Lucknow for 2 person(s) with a budget of ₹37477 starting 2025-08-03.,"Stay at URBAN SUITES LUCKNOW. Day 1: Visit Phoenix Palassio, Bara Imambara. Day 2:"
Plan a 4-day trip from Jaipur to Hyderabad for 3 person(s) with a budget of ₹22306 starting 2025-08-30.,"Stay at Vivanta by Taj - Begumpet (A Taj Hotel). Day 1: Visit Birla Mandir, Inorbit Mall Cyberabad. Day 2: Visit Charminar, Qutb Shahi Tombs. Day 3: Visit Golconda Fort, Salar Jung Museum. Day 4: Visit Ramoji Film City, Chowmahalla Palace."
Plan a 3-day trip from Kolkata to Jaipur for 1 person(s) with a budget of ₹40459 starting 2025-08-15.,"Stay at Vidhya Villa. Day 1: Visit Amber Fort, Albert Hall Museum. Day 2: Visit Jaigarh Fort, Hawa Mahal. Day 3: Visit City Palace."
